id,description,en
integrations.integratingSystemTypeAlertOsia,Label for alert when selecting OSIA type,"When ""OSIA"" National ID is enabled, birth use case compatible endpoints will be enabled. For more information, visit:"
integrations.integratingSystemTypeAlertOther,Label for alert when selecting other type,"When ""Other"" National ID is enabled, the default OpenCRVS National ID webhook mediator must be installed. For more information, visit:"
integrations.integratingSystemTypeMosip,"Integrating system type option ""MOSIP"",""MOSIP",MOSIP
integrations.integratingSystemTypeOsia,"Integrating system type option ""OSIA"",""OSIA (Coming soon)",OSIA (Prochainement)
integrations.integratingSystemTypeOther,"Integrating system type option ""Other"",""Other",Autres
integrations.label,Label,Label
integrations.loading,Label for loading option,Loading
integrations.motherDetails,Label for mothers details,Mother's details
integrations.motherDetailsNoPII,Label for mothers details no PII,Mothers Details (No PII)
integrations.name,Label for name input,Name
integrations.nationalIDName,Label for name input for National ID,Name
integrations.nationalidAlertDescription,,"A National ID client (eg. MOSIP) can react to birth or death webhooks to create or invalidate NID numbers, and respond to OpenCRVS to provide a temporary ID to children, and link vital events to each other. For more information, visit:"
integrations.newIntegrationDescription,Description to help user fill name and type of a new integration client,Add a unique name and select the type of client you would like to create
integrations.otherAlertDescription,,...Please visit
integrations.pageIntroduction,Label for the text integration page intorduction,"For each new client that needs to integrate with OpenCRVS you can create unique client IDs. A number of integration use cases are currently supported, based on both API and webhook technologies."
integrations.pageTitle,Title for integrations page,Integrations
integrations.recordSearchDescription,Label for  record search description,"A Record search client can perform an advanced search on OpenCRVS data. For more information, visit:"
integrations.registrationDetailsnNoPII,Label for registration details no PII,Registration Details (No PII)
integrations.revealKeys,Label for reveal keys option,Reveal Keys
integrations.shaSecret,Label for SHA secret,SHA secret
integrations.supportingDescription,,Supporting description to help user make a decision and navigate the content
integrations.type.eventNotification,Label for event notification,Event notification
integrations.type.healthSystem,Label for health system type,Health integration
integrations.type.import,Label for import type system,Import
integrations.type.nationalId,Label for national id,National id
integrations.type.recordSearch,Label for record search,Record search
integrations.type.webhook,Label for web hook,Webhook
integrations.uniqueKeyDescription,Label for the unique key description,These unique keys will be required by the client integrating...
integrations.updatePermissionsMsg,Label for update permissions message,Permissions update successfully
integrations.webhook.PII,Label for PII,Include PII data
integrations.webhookDescription,label for webhook client,"A Webhook client can subscribe to be notified upon a birth or death registration following W3C WebSub standards. For more information, visit:"
integrations.webhookPermissionsDescription,Webhook description above permissions,Select the data you wish to be contained within the webhook payload
misc.confirmPinTitle,The title displayed while creating a PIN,Confirm PIN
misc.createDescription,The description displayed while creating a PIN,Choose a PIN that doesn't have 4 repeating digits or sequential numbers
misc.createTitle,The title displayed while creating a PIN,Create a PIN
misc.description.Complete,Description for review action component when complete declaration,The informant will receive an email with a registration number that they can use to collect their certificate.
misc.description.inComplete,,Please add mandatory information before sending for approval.
misc.newPass.header,New Password header,Choose a new password
misc.newPass.instruction,New Password instruction,"Create a unique password - one that you don't use for other websites or applications. A secure and easy to remember passphrase could include three random words, while avoiding the use of personal info."
misc.nidCallback.authenticatingNid,Label for nid authention ongoing phase,Authenticating National ID
misc.nidCallback.failedToAuthenticateNid,Label for nid authention failed phase,Failed to authenticate National ID
misc.notif.declarationsSynced,The message that appears in notification when background sync takes place,"As you have connectivity, we can synchronize your declarations."
misc.notif.draftsSaved,The message that appears in notification when save drafts button is clicked,Your draft has been saved
misc.notif.duplicateRecord,Label for when a duplicate record is detected when registering a record.,{trackingId} is a potential duplicate. Record is ready for review.
misc.notif.emailAllUsersError,Label for Email all users error toast,Only one email can be sent per day
misc.notif.emailAllUsersSuccess,Label for Email all users success toast,Email sent to all users
misc.notif.offlineError,The message that appears in notification when a new user creation fails in offline mode,Offline. Try again when reconnected
misc.notif.onlineUserStatus,Label for online user status toast notification,You are back online
misc.notif.outboxText,Declaration outbox text,Outbox ({num})
misc.notif.processingText,Declaration processing text,{num} declaration processing...
misc.notif.sorryError,The message that appears in notification when a new user creation fails,Sorry! Something went wrong
misc.notif.unassign,Label for unassigned toast notification,You were unassigned from {trackingId}
misc.notif.updatePINSuccess,Label for update PIN success notification toast,Your pin has been successfully updated
misc.notif.userAuditSuccess,Label for user audit success notification,"{name} was {action, select, DEACTIVATE {deactivated} REACTIVATE {reactivated} other{deactivated}}"
misc.notif.userFormSuccess,The message that appears in notification when a new user is created,New user created
misc.notif.userFormUpdateSuccess,The message that appears in notification when user details have been updated,User details have been updated
misc.pinMatchError,The error displayed if PINs don't match,PIN code did not match. Please try again.
misc.pinSameDigitsError,The error displayed if PIN contains 4 same digits.,PIN cannot have same 4 digits
misc.pinSeqDigitsError,The error displayed if PIN contains sequential digits.,PIN cannot contain sequential digits
misc.reEnterDescription,,Let's make sure we collected your PIN correctly
misc.reEnterTitle,The title displayed while creating a PIN,Re-enter your PIN
misc.session.expired,SessionExpire modal confirmation text,Your session has expired. Please login again.
misc.title.declarationStatus,Title for review action component,Send for approval
nationality.ABW,,Aruban
nationality.AFG,,Afghan
nationality.AGO,,Angolan
nationality.AIA,,Anguillan
nationality.ALA,,Åland Islander
nationality.ALB,,Albanian
nationality.AND,,Andorran
nationality.ARE,,Emirati
nationality.ARG,,Argentine
nationality.ARM,,Armenian
nationality.ASM,,American Samoan
nationality.ATA,,Antarctic
nationality.ATF,,French Southern
nationality.ATG,,Antiguan/Barbudan
nationality.AUS,,Australian
nationality.AUT,,Austrian
nationality.AZE,,Azerbaijani
nationality.BDI,,Burundian
nationality.BEL,,Belgian
nationality.BEN,,Beninese
nationality.BES,,Dutch Caribbean
nationality.BFA,,Burkinabe
nationality.BGD,,Bangladeshi
nationality.BGR,,Bulgarian
nationality.BHR,,Bahraini
nationality.BHS,,Bahamian
nationality.BIH,,Bosnian/Herzegovinian
nationality.BLM,,Saint Barthélemy Islander
nationality.BLR,,Belarusian
nationality.BLZ,,Belizean
nationality.BMU,,Bermudian
nationality.BOL,,Bolivian
nationality.BRA,,Brazilian
nationality.BRB,,Barbadian
nationality.BRN,,Bruneian
nationality.BTN,,Bhutanese
nationality.BVT,,Bouvet Islander
nationality.BWA,,Botswanan
nationality.CAF,,Central African
nationality.CAN,,Canadian
nationality.CCK,,Cocos Islander
nationality.CHE,,Swiss
nationality.CHL,,Chilean
nationality.CHN,,Chinese
nationality.CIV,,Ivorian
nationality.CMR,,Cameroonian
nationality.COD,,Congolese (DRC)
nationality.COG,,Congolese (Congo)
nationality.COK,,Cook Islander
nationality.COL,,Colombian
nationality.COM,,Comoran
nationality.CPV,,Cape Verdean
nationality.CRI,,Costa Rican
nationality.CUB,,Cuban
nationality.CUW,,Curaçaoan
nationality.CXR,,Christmas Islander
nationality.CYM,,Caymanian
nationality.CYP,,Cypriot
nationality.CZE,,Czech
nationality.DEU,,German
nationality.DJI,,Djiboutian
nationality.DMA,,Dominican
nationality.DNK,,Danish
nationality.DOM,,Dominican
nationality.DZA,,Algerian
nationality.ECU,,Ecuadorian
nationality.EGY,,Egyptian
nationality.ERI,,Eritrean
nationality.ESH,,Sahrawi
nationality.ESP,,Spanish
nationality.EST,,Estonian
nationality.ETH,,Ethiopian
nationality.FAR,,Farajalandian
nationality.FIN,,Finnish
nationality.FJI,,Fijian
nationality.FLK,,Falkland Islander
nationality.FRA,,French
nationality.FRO,,Faroese
nationality.FSM,,Micronesian
